,timestamp,generation_biomass,generation_fossil_brown_coal_lignite,generation_fossil_coal_derived_gas,generation_fossil_gas,generation_fossil_hard_coal,generation_fossil_oil,generation_fossil_oil_shale,generation_fossil_peat,generation_geothermal,generation_hydro_pumped_storage_aggregated,generation_hydro_pumped_storage_consumption,generation_hydro_run_of_river_and_poundage,generation_hydro_water_reservoir,generation_marine,generation_nuclear,generation_other,generation_other_renewable,generation_solar,generation_waste,generation_wind_offshore,generation_wind_onshore,forecast_solar_day_ahead,forecast_wind_offshore_eday_ahead,forecast_wind_onshore_day_ahead,total_load_forecast,total_load_actual,price_day_ahead,price_actual
22461,2017-07-24 22:00:00+02:00,403.0,557.0,0.0,5679.0,4253.0,354.0,0.0,0.0,0.0,0.0,0.0,586.0,1780.0,0.0,5921.0,7.0,92.0,792.0,317.0,0.0,7094.0,701,,7172,32086,31325.0,49.68,58.21
9759,2016-02-11 15:00:00+01:00,345.0,944.0,0.0,9464.0,6001.0,302.0,0.0,0.0,0.0,0.0,0.0,479.0,2031.0,0.0,6029.0,58.0,91.0,3059.0,307.0,0.0,1653.0,2912,,1635,30510,29774.0,64.89,37.65
3163,2015-05-12 20:00:00+02:00,492.0,870.0,0.0,8283.0,7512.0,321.0,0.0,0.0,0.0,0.0,1.0,774.0,3129.0,0.0,6090.0,90.0,74.0,53.0,238.0,0.0,2586.0,0,,2496,30534,31027.0,70.02,65.83
27754,2018-03-02 10:00:00+01:00,397.0,307.0,0.0,4869.0,3318.0,245.0,0.0,0.0,0.0,0.0,1.0,956.0,1963.0,0.0,7109.0,58.0,98.0,2316.0,323.0,0.0,8735.0,2291,,8633,33351,33433.0,55.01,72.4
24623,2017-10-23 00:00:00+02:00,356.0,390.0,0.0,6067.0,3551.0,231.0,0.0,0.0,0.0,0.0,0.0,372.0,561.0,0.0,5909.0,54.0,84.0,121.0,274.0,0.0,3313.0,134,,3272,22840,22834.0,55.1,60.22
21060,2017-05-27 13:00:00+02:00,383.0,585.0,0.0,3976.0,4422.0,262.0,0.0,0.0,0.0,0.0,350.0,1032.0,1424.0,0.0,5051.0,53.0,110.0,4860.0,315.0,0.0,5949.0,4739,,5972,30029,29661.0,42.74,49.98
23453,2017-09-04 06:00:00+02:00,267.0,0.0,0.0,4928.0,2246.0,262.0,0.0,0.0,0.0,0.0,944.0,990.0,986.0,0.0,6673.0,58.0,103.0,258.0,276.0,0.0,3553.0,262,,3561,20580,20486.0,43.97,48.47
25751,2017-12-08 23:00:00+01:00,385.0,383.0,0.0,5875.0,1849.0,236.0,0.0,0.0,0.0,0.0,76.0,493.0,702.0,0.0,6886.0,54.0,92.0,705.0,322.0,0.0,6290.0,644,,6360,26738,26163.0,43.82,72.54
27243,2018-02-09 03:00:00+01:00,395.0,666.0,0.0,3862.0,3224.0,224.0,0.0,0.0,0.0,0.0,482.0,651.0,607.0,0.0,6959.0,10.0,93.0,63.0,332.0,0.0,4209.0,146,,4470,22875,22926.0,59.28,54.61
506,2015-01-22 02:00:00+01:00,516.0,551.0,0.0,3564.0,5410.0,256.0,0.0,0.0,0.0,0.0,2792.0,1000.0,515.0,0.0,6721.0,83.0,73.0,70.0,217.0,0.0,10104.0,0,,10207,25501,25675.0,36.98,46.15
6207,2015-09-16 16:00:00+02:00,565.0,0.0,0.0,3705.0,2726.0,221.0,0.0,0.0,0.0,0.0,1584.0,695.0,874.0,0.0,6877.0,77.0,73.0,1902.0,244.0,0.0,14599.0,2059,,14264,30515,30724.0,35.71,45.71
22337,2017-07-19 18:00:00+02:00,367.0,963.0,0.0,9624.0,5785.0,357.0,0.0,0.0,0.0,0.0,144.0,631.0,754.0,0.0,5899.0,20.0,94.0,3812.0,295.0,0.0,6281.0,3735,,6056,36734,36012.0,49.39,57.64
27601,2018-02-24 01:00:00+01:00,401.0,590.0,0.0,5458.0,6508.0,299.0,0.0,0.0,0.0,0.0,56.0,1266.0,2714.0,0.0,6073.0,52.0,100.0,51.0,337.0,0.0,1525.0,61,,2096,27475,27063.0,60.21,64.08
1831,2015-03-18 07:00:00+01:00,462.0,179.0,0.0,4359.0,4658.0,306.0,0.0,0.0,0.0,0.0,79.0,1228.0,4908.0,0.0,7098.0,84.0,65.0,55.0,161.0,0.0,5932.0,70,,5853,29489,29693.0,49.13,57.55
7506,2015-11-09 18:00:00+01:00,523.0,546.0,0.0,4906.0,5678.0,414.0,0.0,0.0,0.0,0.0,384.0,515.0,453.0,0.0,6883.0,83.0,72.0,3378.0,228.0,0.0,5878.0,2995,,5747,29076,28929.0,48.06,76.38
11243,2016-04-13 12:00:00+02:00,220.0,0.0,0.0,3722.0,1453.0,283.0,0.0,0.0,0.0,0.0,238.0,1828.0,6184.0,0.0,7091.0,48.0,77.0,2987.0,218.0,0.0,10818.0,3054,,10722,33119,33248.0,22.29,31.54
11615,2016-04-29 00:00:00+02:00,244.0,0.0,0.0,3630.0,1437.0,229.0,0.0,0.0,0.0,0.0,805.0,1578.0,4683.0,0.0,7065.0,55.0,79.0,358.0,249.0,0.0,5268.0,276,,5351,25642,25434.0,26.41,33.75
15750,2016-10-18 07:00:00+02:00,285.0,640.0,0.0,9588.0,5303.0,270.0,0.0,0.0,0.0,0.0,0.0,432.0,2873.0,0.0,7033.0,55.0,84.0,51.0,250.0,0.0,2679.0,4,,2718,28657,28658.0,60.0,64.8
3939,2015-06-14 04:00:00+02:00,489.0,813.0,0.0,4274.0,4769.0,234.0,0.0,0.0,0.0,0.0,1237.0,841.0,2024.0,0.0,5025.0,88.0,65.0,148.0,274.0,0.0,3289.0,125,,3333,20345,20146.0,43.75,55.23
28674,2018-04-09 19:00:00+02:00,402.0,760.0,0.0,8891.0,5831.0,310.0,0.0,0.0,0.0,0.0,0.0,777.0,2835.0,0.0,6949.0,14.0,105.0,1941.0,312.0,0.0,5191.0,1925,,5102,33500,33475.0,75.0,57.07
2647,2015-04-21 08:00:00+02:00,422.0,552.0,0.0,4358.0,5012.0,370.0,0.0,0.0,0.0,0.0,0.0,978.0,3135.0,0.0,6331.0,43.0,65.0,526.0,182.0,0.0,5981.0,617,,6150,29516,29477.0,57.56,69.37
2815,2015-04-28 08:00:00+02:00,376.0,827.0,0.0,5567.0,5845.0,374.0,0.0,0.0,0.0,0.0,0.0,1154.0,3237.0,0.0,5020.0,90.0,76.0,646.0,187.0,0.0,5154.0,904,,5335,29325,29453.0,59.23,70.95
21027,2017-05-26 04:00:00+02:00,387.0,583.0,0.0,5642.0,6472.0,293.0,0.0,0.0,0.0,0.0,279.0,952.0,771.0,0.0,5060.0,53.0,105.0,90.0,295.0,0.0,2173.0,384,,2334,23868,23807.0,49.39,54.5
14344,2016-08-20 17:00:00+02:00,387.0,0.0,0.0,4583.0,2669.0,233.0,0.0,0.0,0.0,0.0,60.0,625.0,752.0,0.0,6940.0,54.0,78.0,4395.0,290.0,0.0,5656.0,4394,,5452,28328,28841.0,35.69,42.74
22969,2017-08-15 02:00:00+02:00,379.0,594.0,0.0,5943.0,1937.0,330.0,0.0,0.0,0.0,0.0,231.0,474.0,378.0,0.0,6877.0,53.0,88.0,181.0,315.0,0.0,4331.0,263,,4524,23778,23431.0,41.98,49.96
21144,2017-05-31 01:00:00+02:00,354.0,846.0,0.0,5315.0,5716.0,299.0,0.0,0.0,0.0,0.0,72.0,947.0,1300.0,0.0,5052.0,54.0,101.0,521.0,339.0,0.0,3238.0,530,,3350,24493,24313.0,51.57,56.1
3105,2015-05-10 10:00:00+02:00,532.0,0.0,0.0,4183.0,3107.0,394.0,0.0,0.0,0.0,0.0,558.0,645.0,1407.0,0.0,4887.0,91.0,64.0,681.0,255.0,0.0,13523.0,712,,13317,31799,31761.0,51.56,52.99
11076,2016-04-06 13:00:00+02:00,327.0,0.0,0.0,4298.0,1842.0,273.0,0.0,0.0,0.0,0.0,0.0,1469.0,4230.0,0.0,6065.0,57.0,87.0,4947.0,251.0,0.0,1494.0,4592,,1402,28469,28475.0,39.23,39.71
7945,2015-11-28 01:00:00+01:00,467.0,388.0,0.0,3831.0,6290.0,350.0,0.0,0.0,0.0,0.0,1753.0,758.0,732.0,0.0,6094.0,88.0,72.0,59.0,242.0,0.0,7042.0,12,,7091,25009,25130.0,42.53,51.91
14222,2016-08-15 15:00:00+02:00,367.0,0.0,0.0,4328.0,3051.0,194.0,0.0,0.0,0.0,0.0,0.0,777.0,2072.0,0.0,6948.0,55.0,71.0,3642.0,308.0,0.0,3410.0,3684,,3345,25985,26943.0,43.69,49.66
19742,2017-04-02 15:00:00+02:00,376.0,258.0,0.0,3489.0,2010.0,241.0,0.0,0.0,0.0,0.0,1190.0,1246.0,1552.0,0.0,6581.0,54.0,89.0,889.0,283.0,0.0,12215.0,1103,,12253,28794,28606.0,45.22,33.9
30176,2018-06-11 09:00:00+02:00,344.0,501.0,0.0,7050.0,5245.0,300.0,0.0,0.0,0.0,0.0,1.0,1050.0,1232.0,0.0,6007.0,54.0,85.0,1127.0,295.0,0.0,12069.0,1038,,11867,33827,33853.0,68.25,67.6
13527,2016-07-17 16:00:00+02:00,339.0,0.0,0.0,3917.0,3351.0,215.0,0.0,0.0,0.0,0.0,84.0,754.0,850.0,0.0,6991.0,56.0,60.0,5016.0,321.0,0.0,3408.0,4947,,3415,27113,26763.0,41.89,47.72
9342,2016-01-25 06:00:00+01:00,515.0,116.0,0.0,4132.0,3324.0,319.0,0.0,0.0,0.0,0.0,2057.0,1003.0,2471.0,0.0,6098.0,80.0,68.0,11.0,258.0,0.0,6370.0,3,,6295,25300,25716.0,33.34,43.11
23135,2017-08-22 00:00:00+02:00,320.0,772.0,0.0,6457.0,3719.0,327.0,0.0,0.0,0.0,0.0,51.0,472.0,444.0,0.0,6844.0,56.0,83.0,621.0,314.0,0.0,6084.0,434,,5940,28740,28737.0,51.09,56.24
27023,2018-01-30 23:00:00+01:00,377.0,725.0,0.0,7892.0,4836.0,335.0,0.0,0.0,0.0,0.0,0.0,1087.0,2539.0,0.0,7113.0,63.0,88.0,24.0,300.0,0.0,2636.0,9,,2607,30783,30372.0,55.31,60.74
29034,2018-04-24 19:00:00+02:00,338.0,0.0,0.0,3771.0,2852.0,248.0,0.0,0.0,0.0,0.0,0.0,1971.0,6404.0,0.0,5053.0,32.0,104.0,1376.0,297.0,0.0,3534.0,1644,,4251,29021,29478.0,48.36,55.37
27609,2018-02-24 09:00:00+01:00,359.0,655.0,0.0,6636.0,6494.0,263.0,0.0,0.0,0.0,0.0,0.0,1280.0,3697.0,0.0,6079.0,55.0,99.0,1895.0,335.0,0.0,823.0,1725,,1205,31414,31233.0,60.25,64.25
9304,2016-01-23 16:00:00+01:00,516.0,380.0,0.0,4033.0,4034.0,301.0,0.0,0.0,0.0,0.0,1490.0,1083.0,3888.0,0.0,6093.0,81.0,76.0,1894.0,257.0,0.0,2582.0,1435,,2766,28052,27400.0,39.5,46.66
744,2015-02-01 00:00:00+01:00,433.0,323.0,0.0,4826.0,4883.0,169.0,0.0,0.0,0.0,0.0,498.0,1002.0,2408.0,0.0,7099.0,43.0,75.0,48.0,210.0,0.0,3360.0,13,,3494,23959,24298.0,47.34,28.02
23224,2017-08-25 17:00:00+02:00,393.0,599.0,0.0,9104.0,4711.0,338.0,0.0,0.0,0.0,0.0,176.0,529.0,932.0,0.0,6818.0,63.0,94.0,2771.0,320.0,0.0,5964.0,2950,,6199,34721,34462.0,51.34,57.28
25026,2017-11-08 18:00:00+01:00,341.0,375.0,0.0,5880.0,2797.0,330.0,0.0,0.0,0.0,0.0,366.0,578.0,1037.0,0.0,6889.0,61.0,99.0,4103.0,321.0,0.0,5882.0,3906,,5873,30023,30037.0,47.39,69.08
29006,2018-04-23 15:00:00+02:00,310.0,0.0,0.0,5161.0,2714.0,275.0,0.0,0.0,0.0,0.0,0.0,1969.0,6595.0,0.0,5050.0,20.0,92.0,3042.0,285.0,0.0,2053.0,3206,,3288,29799,29495.0,50.69,56.82
7685,2015-11-17 05:00:00+01:00,502.0,580.0,0.0,4039.0,5667.0,347.0,0.0,0.0,0.0,0.0,931.0,464.0,482.0,0.0,5615.0,86.0,69.0,51.0,264.0,0.0,4347.0,12,,4198,22457,22585.0,45.5,54.53
21108,2017-05-29 13:00:00+02:00,369.0,317.0,0.0,6366.0,6449.0,315.0,0.0,0.0,0.0,0.0,0.0,1063.0,4046.0,0.0,5047.0,53.0,96.0,3277.0,321.0,0.0,1772.0,3148,,1778,32772,32640.0,55.01,61.97
31721,2018-08-14 18:00:00+02:00,363.0,297.0,0.0,5742.0,3480.0,329.0,0.0,0.0,0.0,0.0,0.0,939.0,1237.0,0.0,6957.0,67.0,101.0,4016.0,288.0,0.0,6313.0,3928,,6077,32265,31882.0,63.29,70.22
13920,2016-08-03 01:00:00+02:00,375.0,191.0,0.0,2991.0,1511.0,328.0,0.0,0.0,0.0,0.0,1467.0,1509.0,4582.0,0.0,7112.0,90.0,59.0,20.0,210.0,0.0,9565.0,39,,9699,26093,25778.0,20.78,45.29
16727,2016-11-27 23:00:00+01:00,377.0,891.0,0.0,5221.0,5660.0,214.0,0.0,0.0,0.0,0.0,39.0,864.0,1836.0,0.0,5064.0,58.0,71.0,20.0,285.0,0.0,3409.0,1,,3458,27326,27492.0,59.07,64.62
7292,2015-10-31 20:00:00+01:00,518.0,0.0,0.0,5079.0,5985.0,224.0,0.0,0.0,0.0,0.0,0.0,740.0,4946.0,0.0,5040.0,84.0,73.0,42.0,266.0,0.0,3571.0,0,,3643,28302,28086.0,58.81,67.08
629,2015-01-27 05:00:00+01:00,448.0,622.0,0.0,3942.0,5569.0,274.0,0.0,0.0,0.0,0.0,2247.0,887.0,601.0,0.0,7098.0,44.0,72.0,95.0,217.0,0.0,7330.0,10,,7268,25265,25118.0,40.1,48.75
26316,2018-01-01 12:00:00+01:00,279.0,0.0,0.0,2564.0,1058.0,195.0,0.0,0.0,0.0,0.0,926.0,1070.0,1151.0,0.0,7107.0,51.0,78.0,2942.0,242.0,0.0,8335.0,2779,,8994,21881,23033.0,2.3,14.0
3214,2015-05-14 23:00:00+02:00,503.0,0.0,0.0,3773.0,3180.0,376.0,0.0,0.0,0.0,0.0,418.0,945.0,2249.0,0.0,5037.0,84.0,76.0,504.0,158.0,0.0,10773.0,472,,10962,28079,28123.0,31.86,43.89
28301,2018-03-25 06:00:00+02:00,319.0,0.0,0.0,4281.0,1406.0,225.0,0.0,0.0,0.0,0.0,771.0,1565.0,4617.0,0.0,5575.0,51.0,94.0,17.0,330.0,0.0,8339.0,30,,9127,22391,22551.0,38.0,44.16
11159,2016-04-10 00:00:00+02:00,351.0,917.0,0.0,5197.0,4907.0,293.0,0.0,0.0,0.0,0.0,0.0,407.0,971.0,0.0,6972.0,53.0,84.0,163.0,279.0,0.0,4064.0,231,,4055,25172,25205.0,50.91,23.73
24681,2017-10-25 10:00:00+02:00,344.0,940.0,0.0,11361.0,5122.0,280.0,0.0,0.0,0.0,0.0,0.0,433.0,1486.0,0.0,5657.0,64.0,97.0,2373.0,282.0,0.0,2461.0,2121,,2446,31812,31665.0,68.04,74.02
7615,2015-11-14 07:00:00+01:00,539.0,585.0,0.0,4595.0,5609.0,298.0,0.0,0.0,0.0,0.0,839.0,490.0,555.0,0.0,5050.0,87.0,73.0,58.0,264.0,0.0,2669.0,19,,2619,22918,22693.0,42.6,53.35
11155,2016-04-09 20:00:00+02:00,385.0,651.0,0.0,5934.0,6230.0,235.0,0.0,0.0,0.0,0.0,4.0,752.0,2498.0,0.0,6920.0,54.0,82.0,853.0,312.0,0.0,2860.0,1031,,3022,29811,30322.0,45.11,32.66
15244,2016-09-27 05:00:00+02:00,346.0,438.0,0.0,3691.0,4302.0,288.0,0.0,0.0,0.0,0.0,246.0,515.0,462.0,0.0,7001.0,56.0,76.0,40.0,316.0,0.0,2595.0,43,,2555,23256,23190.0,36.29,41.56
28453,2018-03-31 14:00:00+02:00,242.0,0.0,0.0,3040.0,1049.0,180.0,0.0,0.0,0.0,0.0,1432.0,1623.0,3277.0,0.0,6073.0,14.0,90.0,4816.0,257.0,0.0,12213.0,5135,,13390,28168,27577.0,9.2,20.65
19778,2017-04-04 03:00:00+02:00,238.0,410.0,0.0,3782.0,2146.0,286.0,0.0,0.0,0.0,0.0,373.0,1151.0,933.0,0.0,7092.0,58.0,93.0,382.0,256.0,0.0,4745.0,356,,4668,22912,22954.0,40.0,48.33
12397,2016-05-31 14:00:00+02:00,328.0,0.0,0.0,4381.0,2264.0,313.0,0.0,0.0,0.0,0.0,0.0,1514.0,3801.0,0.0,6081.0,13.0,95.0,5218.0,244.0,0.0,4089.0,5315,,4053,30531,30197.0,37.91,45.26
24965,2017-11-06 05:00:00+01:00,338.0,277.0,0.0,4909.0,3771.0,238.0,0.0,0.0,0.0,0.0,478.0,791.0,605.0,0.0,5700.0,51.0,98.0,488.0,336.0,0.0,2610.0,406,,2675,21516,21475.0,45.6,49.42
13562,2016-07-19 03:00:00+02:00,324.0,405.0,0.0,4295.0,4548.0,276.0,0.0,0.0,0.0,0.0,656.0,723.0,653.0,0.0,7007.0,52.0,74.0,653.0,316.0,0.0,5747.0,560,,5791,25217,24933.0,34.63,40.32
11869,2016-05-09 14:00:00+02:00,383.0,977.0,0.0,8830.0,5836.0,276.0,0.0,0.0,0.0,0.0,0.0,781.0,4135.0,0.0,6926.0,56.0,79.0,4898.0,305.0,0.0,3488.0,4916,,3292,39396,39094.0,47.83,38.23
14652,2016-09-02 13:00:00+02:00,457.0,0.0,0.0,3471.0,1789.0,406.0,0.0,0.0,0.0,0.0,220.0,1083.0,4335.0,0.0,4909.0,93.0,71.0,1353.0,193.0,0.0,14819.0,1425,,14957,33837,34353.0,28.69,55.03
4569,2015-07-10 10:00:00+02:00,547.0,613.0,0.0,6564.0,7595.0,417.0,0.0,0.0,0.0,0.0,0.0,702.0,4572.0,0.0,4900.0,93.0,68.0,1991.0,273.0,0.0,1448.0,1774,,1355,31442,31011.0,65.0,78.76
2942,2015-05-03 15:00:00+02:00,446.0,0.0,0.0,3537.0,1207.0,310.0,0.0,0.0,0.0,0.0,450.0,1631.0,4743.0,0.0,6181.0,76.0,64.0,4862.0,221.0,0.0,10532.0,4759,,10611,31754,31359.0,27.95,49.9
4703,2015-07-16 00:00:00+02:00,499.0,949.0,0.0,7787.0,7800.0,393.0,0.0,0.0,0.0,0.0,1.0,579.0,1680.0,0.0,6853.0,87.0,72.0,675.0,240.0,0.0,4005.0,511,,3917,30822,30952.0,63.77,70.08
7808,2015-11-22 08:00:00+01:00,494.0,0.0,0.0,3754.0,1319.0,252.0,0.0,0.0,0.0,0.0,1981.0,605.0,658.0,0.0,6085.0,83.0,60.0,192.0,256.0,0.0,8415.0,245,,8565,21787,21276.0,36.27,48.69
17440,2016-12-27 16:00:00+01:00,330.0,897.0,0.0,6039.0,6159.0,289.0,0.0,0.0,0.0,0.0,0.0,663.0,1892.0,0.0,7028.0,54.0,103.0,2394.0,284.0,0.0,1270.0,1864,,1322,29944,29807.0,64.15,70.8
42,2015-01-02 18:00:00+01:00,410.0,0.0,0.0,4760.0,1178.0,199.0,0.0,0.0,0.0,0.0,595.0,1324.0,3886.0,0.0,7106.0,44.0,64.0,769.0,178.0,0.0,11276.0,618,,11451,30136,29045.0,33.15,82.55
8540,2015-12-22 20:00:00+01:00,483.0,641.0,0.0,7079.0,6343.0,418.0,0.0,0.0,0.0,0.0,0.0,751.0,4922.0,0.0,7094.0,85.0,77.0,68.0,205.0,0.0,5453.0,0,,5453,35427,34281.0,66.03,77.99
22551,2017-07-28 16:00:00+02:00,395.0,970.0,0.0,11168.0,5066.0,340.0,0.0,0.0,0.0,0.0,0.0,643.0,1285.0,0.0,5873.0,27.0,106.0,4938.0,314.0,0.0,2076.0,4899,,2079,36508,36141.0,52.61,60.97
33773,2018-11-08 05:00:00+01:00,347.0,436.0,0.0,4745.0,2968.0,280.0,0.0,0.0,0.0,0.0,0.0,797.0,532.0,0.0,6967.0,58.0,100.0,413.0,315.0,0.0,3129.0,333,,3516,23056,23135.0,60.68,53.88
34965,2018-12-27 21:00:00+01:00,318.0,721.0,0.0,13091.0,2932.0,308.0,0.0,0.0,0.0,0.0,1.0,1252.0,4186.0,0.0,6069.0,62.0,98.0,30.0,306.0,0.0,1240.0,29,,1157,32799,32669.0,70.01,77.65
23487,2017-09-05 16:00:00+02:00,273.0,260.0,0.0,4116.0,4503.0,294.0,0.0,0.0,0.0,0.0,55.0,830.0,1145.0,0.0,6022.0,52.0,100.0,4136.0,286.0,0.0,5196.0,4581,,5034,29775,29900.0,48.18,57.77
7363,2015-11-03 19:00:00+01:00,553.0,876.0,0.0,6361.0,5973.0,331.0,0.0,0.0,0.0,0.0,0.0,1708.0,7518.0,0.0,7074.0,82.0,70.0,904.0,144.0,0.0,2586.0,965,,2559,32237,32252.0,56.64,72.34
19451,2017-03-21 11:00:00+01:00,251.0,0.0,0.0,4338.0,2295.0,316.0,0.0,0.0,0.0,0.0,0.0,1243.0,4745.0,0.0,7098.0,69.0,96.0,2612.0,283.0,0.0,5314.0,2930,,5379,32519,32435.0,50.19,56.14
9354,2016-01-25 18:00:00+01:00,516.0,962.0,0.0,6632.0,6823.0,427.0,0.0,0.0,0.0,0.0,0.0,1141.0,6553.0,0.0,6089.0,87.0,81.0,59.0,286.0,0.0,699.0,97,,686,33524,33634.0,57.48,68.12
19956,2017-04-11 13:00:00+02:00,366.0,529.0,0.0,8164.0,4804.0,277.0,0.0,0.0,0.0,0.0,0.0,423.0,1523.0,0.0,5015.0,48.0,91.0,1423.0,281.0,0.0,2506.0,1473,,2589,27929,28345.0,61.61,57.97
3703,2015-06-04 08:00:00+02:00,356.0,0.0,0.0,3687.0,1770.0,339.0,0.0,0.0,0.0,0.0,1152.0,1235.0,2142.0,0.0,7091.0,39.0,50.0,197.0,169.0,0.0,6015.0,344,,5749,23348,23314.0,41.09,70.17
7936,2015-11-27 16:00:00+01:00,476.0,811.0,0.0,5399.0,7381.0,419.0,0.0,0.0,0.0,0.0,1.0,908.0,1028.0,0.0,6091.0,94.0,75.0,2705.0,234.0,0.0,5676.0,2140,,5745,31307,30971.0,56.7,64.04
10325,2016-03-06 05:00:00+01:00,307.0,0.0,0.0,4818.0,2688.0,300.0,0.0,0.0,0.0,0.0,370.0,1369.0,2229.0,0.0,6073.0,57.0,91.0,241.0,252.0,0.0,1692.0,203,,1691,22930,23290.0,40.92,18.07
3060,2015-05-08 13:00:00+02:00,528.0,947.0,0.0,5928.0,7619.0,363.0,0.0,0.0,0.0,0.0,77.0,759.0,3852.0,0.0,6685.0,82.0,68.0,5130.0,254.0,0.0,4363.0,5280,,5135,35710,36285.0,67.0,52.13
27292,2018-02-11 04:00:00+01:00,277.0,373.0,0.0,4415.0,2469.0,269.0,0.0,0.0,0.0,0.0,2430.0,848.0,539.0,0.0,6039.0,61.0,90.0,39.0,316.0,0.0,7134.0,14,,6483,20664,21143.0,48.1,47.44
1107,2015-02-16 03:00:00+01:00,422.0,178.0,0.0,3743.0,2116.0,250.0,0.0,0.0,0.0,0.0,2225.0,1226.0,2495.0,0.0,7106.0,83.0,70.0,30.0,204.0,0.0,7858.0,0,,7788,22729,22366.0,34.5,46.39
18179,2017-01-27 11:00:00+01:00,380.0,963.0,0.0,7023.0,7103.0,303.0,0.0,0.0,0.0,0.0,0.0,698.0,4271.0,0.0,7102.0,61.0,109.0,763.0,328.0,0.0,8336.0,1006,,8037,38373,38084.0,89.4,97.24
31320,2018-07-29 01:00:00+02:00,407.0,591.0,0.0,5613.0,2781.0,256.0,0.0,0.0,0.0,0.0,146.0,848.0,2152.0,0.0,5597.0,56.0,102.0,708.0,287.0,0.0,3381.0,675,,3380,24808,24752.0,64.67,69.18
11650,2016-04-30 11:00:00+02:00,262.0,0.0,0.0,2957.0,1020.0,181.0,0.0,0.0,0.0,0.0,432.0,1455.0,4926.0,0.0,5090.0,11.0,81.0,4247.0,240.0,0.0,8317.0,3896,,8333,28347,28197.0,24.73,32.3
34308,2018-11-30 12:00:00+01:00,379.0,0.0,0.0,9783.0,6517.0,325.0,0.0,0.0,0.0,0.0,1.0,1256.0,2415.0,0.0,4982.0,57.0,96.0,3080.0,299.0,0.0,8462.0,3066,,7350,35562,34980.0,67.2,71.72
20761,2017-05-15 02:00:00+02:00,354.0,508.0,0.0,4080.0,3747.0,260.0,0.0,0.0,0.0,0.0,35.0,1026.0,670.0,0.0,5079.0,52.0,99.0,573.0,250.0,0.0,2308.0,511,,2312,21091,20971.0,43.0,48.81
9328,2016-01-24 16:00:00+01:00,485.0,0.0,0.0,3181.0,1765.0,301.0,0.0,0.0,0.0,0.0,2104.0,1027.0,2140.0,0.0,6089.0,80.0,72.0,2459.0,249.0,0.0,5809.0,1934,,5940,25535,25285.0,33.4,42.09
14396,2016-08-22 21:00:00+02:00,366.0,922.0,0.0,6244.0,5873.0,279.0,0.0,0.0,0.0,0.0,0.0,809.0,4342.0,0.0,6968.0,56.0,81.0,712.0,294.0,0.0,3667.0,774,,3617,33482,33774.0,46.0,52.85
19761,2017-04-03 10:00:00+02:00,339.0,0.0,0.0,3745.0,2069.0,254.0,0.0,0.0,0.0,0.0,1.0,1276.0,3019.0,0.0,7106.0,60.0,95.0,1199.0,311.0,0.0,9858.0,1304,,9824,30737,30742.0,40.0,59.97
11192,2016-04-11 09:00:00+02:00,351.0,873.0,0.0,10375.0,5824.0,283.0,0.0,0.0,0.0,0.0,0.0,536.0,3324.0,0.0,6028.0,59.0,92.0,294.0,310.0,0.0,3353.0,489,,3535,31053,31673.0,66.54,37.35
22171,2017-07-12 20:00:00+02:00,379.0,984.0,0.0,12573.0,6658.0,360.0,0.0,0.0,0.0,0.0,0.0,629.0,3151.0,0.0,6778.0,54.0,104.0,50.0,315.0,0.0,4024.0,23,,3982,35865,35362.0,79.46,58.63
16692,2016-11-26 12:00:00+01:00,373.0,883.0,0.0,4318.0,5720.0,249.0,0.0,0.0,0.0,0.0,0.0,957.0,2019.0,0.0,5063.0,59.0,86.0,726.0,311.0,0.0,6315.0,690,,6519,30728,31555.0,47.99,54.67
17456,2016-12-28 08:00:00+01:00,329.0,891.0,0.0,4939.0,6132.0,278.0,0.0,0.0,0.0,0.0,15.0,608.0,1580.0,0.0,7099.0,64.0,94.0,40.0,267.0,0.0,3894.0,56,,3853,29184,29384.0,65.6,72.85
25323,2017-11-21 03:00:00+01:00,366.0,604.0,0.0,7094.0,6718.0,292.0,0.0,0.0,0.0,0.0,507.0,383.0,265.0,0.0,5051.0,57.0,87.0,29.0,254.0,0.0,2368.0,24,,2365,23934,24006.0,54.27,58.54
17587,2017-01-02 19:00:00+01:00,364.0,921.0,0.0,6663.0,6740.0,313.0,0.0,0.0,0.0,0.0,0.0,995.0,2456.0,0.0,7097.0,59.0,105.0,71.0,308.0,0.0,7889.0,48,,7755,36028,35786.0,77.2,83.37
8305,2015-12-13 01:00:00+01:00,530.0,734.0,0.0,5189.0,6558.0,318.0,0.0,0.0,0.0,0.0,1012.0,505.0,659.0,0.0,6092.0,86.0,73.0,22.0,244.0,0.0,1898.0,0,,1896,23438,23575.0,46.16,56.33
3611,2015-05-31 12:00:00+02:00,534.0,887.0,0.0,4003.0,4995.0,256.0,0.0,0.0,0.0,0.0,710.0,770.0,2514.0,0.0,5669.0,85.0,69.0,5236.0,211.0,0.0,1202.0,5205,,1219,25384,25003.0,50.1,61.45
34114,2018-11-22 10:00:00+01:00,310.0,782.0,0.0,11190.0,6496.0,279.0,0.0,0.0,0.0,0.0,1.0,1180.0,3867.0,0.0,5050.0,52.0,100.0,607.0,272.0,0.0,5093.0,859,,5898,35048,34783.0,69.57,74.28
